instr,addr,pipe,call_count,cycles,running_time(us),detail
WAIT_FLAG_DEVI,290682868,FLOWCTRL,2,11485,6.380000,"UIMM:0x1,"
WAIT_FLAG_DEVI,290683232,FLOWCTRL,2,3736,2.080000,"UIMM:0x3,"
BAR,290682768,CUBE,8,3108,0.860000,"PIPE:CUBE"
BAR,290683216,ALL,2,2718,1.510000,"PIPE:ALL"
FIX_L0C_TO_DST,290683212,FIXP,2,2714,1.510000,"Src:L0C32,Dst:OUT,XD:X0=0x113c2600,XN:X12=0,XM:X1=0x20000402000,XT:X25=0x80000000040,id:86"
WAIT_FLAG,290683172,MTE2,2,2134,1.190000,"PIPE:MTE1,TRIGGERPIPE:MTE2,FLAGID:0,"
BAR,290683184,ALL,2,2132,1.180000,"PIPE:ALL"
WAIT_FLAG,290683180,FIXP,2,2126,1.180000,"PIPE:CUBE,TRIGGERPIPE:FIXP,FLAGID:0,"
WAIT_FLAG,290683160,MTE1,2,1922,1.070000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
BAR,290682948,ALL,2,1818,1.010000,"PIPE:ALL"
MOV_OUT_TO_L1_MULTI_ND2NZ,290682944,MTE2,2,1814,1.010000,"Src:OUT,Dst:L1,XD:X13=0x12000,XN:X1=0x11375e00,XM:X24=0x20000400010,XT:X10=0x100400200,Dtype:B16,id:76"
BAR,290682432,ALL,2,1672,0.930000,"PIPE:ALL"
MOV_OUT_TO_L1_MULTI_ND2NZ,290682428,MTE2,2,1668,0.930000,"Src:OUT,Dst:L1,XD:X5=0x10000,XN:X1=0x11355c00,XM:X24=0x20000400010,XT:X10=0x100400200,Dtype:B16,id:17"
WAIT_FLAG,290682804,MTE2,2,1290,0.720000,"PIPE:MTE1,TRIGGERPIPE:MTE2,FLAGID:0,"
BAR,290682816,ALL,2,1288,0.720000,"PIPE:ALL"
WAIT_FLAG,290682812,FIXP,2,1284,0.710000,"PIPE:CUBE,TRIGGERPIPE:FIXP,FLAGID:0,"
MMAD,290682776,CUBE,8,1192,0.660000,"dtype:F16F32XD:0x0XN:0x0XM:0x0XT:0x8000000040080040id:612"
BAR,290683148,CUBE,2,1072,0.600000,"PIPE:CUBE"
WAIT_FLAG,290683140,CUBE,2,1072,0.600000,"PIPE:MTE1,TRIGGERPIPE:CUBE,FLAGID:0,"
LOAD_2D,290683120,MTE1,2,1068,0.590000,"Src:L1,Dst:L0B,XD:X4=0xc000,XN:X3=0x12600,XM:X26=0x4200000,Dtype:B8,id:84"
MMAD,290683152,CUBE,2,1066,0.590000,"dtype:F16F32XD:0x0XN:0x0XM:0x0XT:0x8000000200040040id:1055"
SET_FLAG,290683132,MTE1,2,852,0.470000,"PIPE:MTE1,TRIGGERPIPE:CUBE,FLAGID:0,"
LOAD_2D,290682740,MTE1,8,840,0.470000,"Src:L1,Dst:L0B,XD:X0=0x3000,XN:X7=0x13000,XM:X18=0x1040000,Dtype:B8,id:28"
LOAD_2D,290682744,MTE1,8,840,0.470000,"Src:L1,Dst:L0B,XD:X1=0x3800,XN:X10=0x13800,XM:X18=0x1040000,Dtype:B8,id:29"
BAR,290682184,ALL,1,838,0.470000,"PIPE:ALL"
MOV_OUT_TO_L1_MULTI_ND2NZ,290682180,MTE2,1,837,0.470000,"Src:OUT,Dst:L1,XD:X9=0,XN:X2=0x11335a00,XM:X24=0x20000400010,XT:X10=0x100400200,Dtype:B16,id:16"
LOAD_2D,290683104,MTE1,2,830,0.460000,"Src:L1,Dst:L0B,XD:X3=0x8000,XN:X5=0x12400,XM:X26=0x4200000,Dtype:B8,id:83"
LOAD_2D,290682704,MTE1,8,800,0.440000,"Src:L1,Dst:L0B,XD:X0=0x2800,XN:X7=0x12800,XM:X18=0x1040000,Dtype:B8,id:27"
LOAD_2D,290682600,MTE1,8,798,0.440000,"Src:L1,Dst:L0A,XD:X7=0x3000,XN:X0=0x600,XM:X14=0x4080000,Dtype:B8,id:21"
WAIT_FLAG,290682756,CUBE,8,778,0.430000,"PIPE:MTE1,TRIGGERPIPE:CUBE,FLAGID:0,"
BAR,290682856,ALL,2,756,0.420000,"PIPE:ALL"
FIX_L0C_TO_DST,290682852,FIXP,2,752,0.420000,"Src:L0C32,Dst:OUT,XD:X1=0x113b6200,XN:X12=0,XM:X2=0x4000400400,XT:X25=0x80000000040,id:67"
LOAD_2D,290682700,MTE1,8,744,0.410000,"Src:L1,Dst:L0B,XD:X25=0x2000,XN:X29=0x12000,XM:X18=0x1040000,Dtype:B8,id:26"
LOAD_2D,290682620,MTE1,8,730,0.410000,"Src:L1,Dst:L0B,XD:X24=0,XN:X25=0x10000,XM:X18=0x1040000,Dtype:B8,id:22"
MOV_OUT_TO_L1_MULTI_ND2NZ,290682912,MTE2,2,714,0.400000,"Src:OUT,Dst:L1,XD:X5=0x10000,XN:X2=0x113be400,XM:X4=0x4000400010,XT:X3=0x100400040,Dtype:B16,id:75"
SET_FLAG,290682752,MTE1,8,712,0.400000,"PIPE:MTE1,TRIGGERPIPE:CUBE,FLAGID:0,"
LOAD_2D,290682580,MTE1,8,706,0.390000,"Src:L1,Dst:L0A,XD:X31=0x2000,XN:X29=0x400,XM:X14=0x4080000,Dtype:B8,id:20"
LOAD_2D,290682640,MTE1,8,704,0.390000,"Src:L1,Dst:L0B,XD:X0=0x800,XN:X7=0x10800,XM:X18=0x1040000,Dtype:B8,id:23"
LOAD_2D,290682660,MTE1,8,696,0.390000,"Src:L1,Dst:L0B,XD:X25=0x1000,XN:X29=0x11000,XM:X18=0x1040000,Dtype:B8,id:24"
LOAD_2D,290682680,MTE1,8,688,0.380000,"Src:L1,Dst:L0B,XD:X0=0x1800,XN:X7=0x11800,XM:X18=0x1040000,Dtype:B8,id:25"
LOAD_2D,290682560,MTE1,8,618,0.340000,"Src:L1,Dst:L0A,XD:X10=0x1000,XN:X7=0x200,XM:X14=0x4080000,Dtype:B8,id:19"
LOAD_2D,290683084,MTE1,2,586,0.330000,"Src:L1,Dst:L0B,XD:X3=0x4000,XN:X4=0x12200,XM:X26=0x4200000,Dtype:B8,id:82"
LOAD_2D,290682524,MTE1,8,528,0.290000,"Src:L1,Dst:L0A,XD:X27=0,XN:X10=0,XM:X14=0x4080000,Dtype:B8,id:18"
LD_XD_XN_IMM,290680912,SCALAR,1,394,0.220000,"dtype:B64,XD:X1=0,XN:X1=0x11539040,IMM:0,"
LD_XD_XN_IMM,290680908,SCALAR,1,391,0.220000,"dtype:B64,XD:X2=0,XN:X0=0x1022fe00,IMM:0x10,"
LDP_XI_XJ_XN,290680916,SCALAR,1,390,0.220000,"dtype:B64,XI:X4=0,XJ:X3=0,XN:X3=0x1022fe28,IMM:0,"
WAIT_FLAG,290682796,MTE1,2,388,0.220000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
LOAD_2D,290683060,MTE1,2,342,0.190000,"Src:L1,Dst:L0B,XD:X2=0,XN:X13=0x12000,XM:X26=0x4200000,Dtype:B8,id:81"
STI_XN_IMM,290680988,SCALAR,1,304,0.170000,"dtype:B32,XN:X30=0x108198,IMM:0x9a0,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290680984,SCALAR,1,304,0.170000,"dtype:B64,XN:X30=0x108198,IMM:0x998,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290680992,SCALAR,1,294,0.160000,"dtype:B32,XN:X30=0x108198,IMM:0x9ac,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290680996,SCALAR,1,294,0.160000,"dtype:B64,XN:X30=0x108198,IMM:0x9b0,#POST:0,#IMM_TYPE:ZERO,"
STP_XI_XJ_XN,290681052,SCALAR,1,290,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X0=0x107b00,IMM:0,"
STP_XI_XJ_XN,290681056,SCALAR,1,290,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107b20,IMM:0x30,"
STP_XI_XJ_XN,290681060,SCALAR,1,290,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107b20,IMM:0,"
ST_XD_XN_IMM,290680972,SCALAR,1,289,0.160000,"dtype:B32,XD:X0=0x7ff80,XN:X30=0x108198,IMM:0xde0,"
ST_XD_XN_IMM,290682256,SCALAR,1,289,0.160000,"dtype:B64,XD:X0=0x10200,XN:X30=0x108198,IMM:0x8a0,"
ST_XD_XN_IMM,290680920,SCALAR,1,287,0.160000,"dtype:B64,XD:X2=0x11375e00,XN:X30=0x108198,IMM:0x8d0,"
ST_XD_XN_IMM,290681160,SCALAR,1,287,0.160000,"dtype:B64,XD:X2=0x107a70,XN:X1=0x100000,IMM:0,"
STP_XI_XJ_XN,290681004,SCALAR,1,286,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X0=0x107a78,IMM:0,"
ST_XD_XN_IMM,290682276,SCALAR,1,286,0.160000,"dtype:B64,XD:X0=0x10400,XN:X30=0x108198,IMM:0x898,"
STP_XI_XJ_XN,290681008,SCALAR,1,286,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107aa0,IMM:0x30,"
STP_XI_XJ_XN,290681024,SCALAR,1,284,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X0=0x107ac0,IMM:0x30,"
STP_XI_XJ_XN,290681012,SCALAR,1,284,0.160000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107aa0,IMM:0,"
ST_XD_XN_IMM,290682296,SCALAR,1,283,0.160000,"dtype:B64,XD:X0=0x10600,XN:X30=0x108198,IMM:0x890,"
ST_XD_XN_IMM,290680936,SCALAR,1,281,0.160000,"dtype:B64,XD:X2=0x11355c00,XN:X30=0x108198,IMM:0x8c8,"
STI_XN_IMM,290681200,SCALAR,1,281,0.160000,"dtype:B16,XN:X30=0x108198,IMM:0x9ca,#POST:0,#IMM_TYPE:ALL_ONE,"
ST_XD_XN_IMM,290681208,SCALAR,1,281,0.160000,"dtype:B64,XD:X0=0xffffffff00010000,XN:X30=0x108198,IMM:0x9d0,"
ST_XD_XN_IMM,290681236,SCALAR,1,280,0.160000,"dtype:B64,XD:X1=0xffffffff0007ff00,XN:X30=0x108198,IMM:0x9e0,"
STI_XN_IMM,290681232,SCALAR,1,280,0.160000,"dtype:B16,XN:X30=0x108198,IMM:0x9da,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,290681228,SCALAR,1,280,0.160000,"dtype:B8,XN:X30=0x108198,IMM:0x9d8,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290681224,SCALAR,1,280,0.160000,"dtype:B32,XN:X30=0x108198,IMM:0x9cc,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,290682316,SCALAR,1,280,0.160000,"dtype:B64,XD:X0=0x12200,XN:X30=0x108198,IMM:0x888,"
STI_XN_IMM,290681276,SCALAR,1,276,0.150000,"dtype:B16,XN:X30=0x108198,IMM:0x9ea,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,290681272,SCALAR,1,276,0.150000,"dtype:B8,XN:X30=0x108198,IMM:0x9e8,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,290681280,SCALAR,1,275,0.150000,"dtype:B32,XD:X1=0,XN:X30=0x108198,IMM:0x9ec,"
ST_XD_XN_IMM,290681304,SCALAR,1,273,0.150000,"dtype:B64,XD:X0=0xffffffff00020000,XN:X30=0x108198,IMM:0x9f0,"
ST_XD_XN_IMM,290682388,SCALAR,1,271,0.150000,"dtype:B64,XD:X0=0x12400,XN:X30=0x108198,IMM:0x880,"
STI_XN_IMM,290681320,SCALAR,1,271,0.150000,"dtype:B8,XN:X30=0x108198,IMM:0x9f8,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290681324,SCALAR,1,271,0.150000,"dtype:B16,XN:X30=0x108198,IMM:0x9fa,#POST:0,#IMM_TYPE:ALL_ONE,"
ST_XD_XN_IMM,290681328,SCALAR,1,271,0.150000,"dtype:B64,XD:X1=0xffffffff0002ff00,XN:X30=0x108198,IMM:0xa00,"
STI_XN_IMM,290681000,SCALAR,1,270,0.150000,"dtype:B64,XN:X30=0x108198,IMM:0x8d8,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,290682408,SCALAR,1,269,0.150000,"dtype:B64,XD:X0=0x12600,XN:X30=0x108198,IMM:0x878,"
STI_XN_IMM,290681088,SCALAR,1,267,0.150000,"dtype:B32,XN:X30=0x108198,IMM:0xdbc,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,290681084,SCALAR,1,267,0.150000,"dtype:B32,XN:X30=0x108198,IMM:0xdc0,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,290681080,SCALAR,1,267,0.150000,"dtype:B32,XN:X30=0x108198,IMM:0xdb8,#POST:0,#IMM_TYPE:ALL_ONE,"
ST_XD_XN_IMM,290681116,SCALAR,1,266,0.150000,"dtype:B64,XD:X1=0x7,XN:X30=0x108198,IMM:0x8f0,"
STP_XI_XJ_XN,290681192,SCALAR,1,266,0.150000,"dtype:B32,XI:X1=0x10000,XJ:X1=0x10000,XN:X2=0x107b3c,IMM:0,"
STP_XI_XJ_XN,290681036,SCALAR,1,265,0.150000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107ae0,IMM:0,"
STP_XI_XJ_XN,290681032,SCALAR,1,265,0.150000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X1=0x107ae0,IMM:0x30,"
STP_XI_XJ_XN,290681028,SCALAR,1,265,0.150000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X0=0x107ac0,IMM:0,"
STP_XI_XJ_XN,290681048,SCALAR,1,264,0.150000,"dtype:B64,XI:X7=0,XJ:X7=0,XN:X0=0x107b00,IMM:0x30,"
ST_XD_XN_IMM,290681336,SCALAR,1,263,0.150000,"dtype:B32,XD:X0=0,XN:X30=0x108198,IMM:0x9fc,"
LD_XD_XN_IMM,290681212,SCALAR,1,262,0.150000,"dtype:B32,XD:X0=0,XN:X30=0x108198,IMM:0x9a0,"
STI_XN_IMM,290681176,SCALAR,1,260,0.140000,"dtype:B16,XN:X30=0x108198,IMM:0x9ba,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,290681172,SCALAR,1,260,0.140000,"dtype:B8,XN:X30=0x108198,IMM:0x9b8,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,290681180,SCALAR,1,260,0.140000,"dtype:B32,XN:X30=0x108198,IMM:0x9bc,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,290681184,SCALAR,1,260,0.140000,"dtype:B64,XD:X0=0xffffffff00010000,XN:X30=0x108198,IMM:0x9c0,"
STI_XN_IMM,290681196,SCALAR,1,259,0.140000,"dtype:B8,XN:X30=0x108198,IMM:0x9c8,#POST:0,#IMM_TYPE:ZERO,"
WAIT_FLAG,290682520,MTE1,8,180,0.100000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,290682780,CUBE,8,168,0.090000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
BAR,290682084,ALL,1,133,0.070000,"PIPE:ALL"
WAIT_FLAG,290682792,MTE1,2,90,0.050000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
LOAD_2D,290683056,MTE1,2,86,0.050000,"Src:L1,Dst:L0A,XD:X4=0x1800,XN:X3=0x10600,XM:X27=0x4040000,Dtype:B8,id:80"
LOAD_2D,290683044,MTE1,2,80,0.040000,"Src:L1,Dst:L0A,XD:X3=0x1000,XN:X5=0x10400,XM:X27=0x4040000,Dtype:B8,id:79"
ST_XD_XN_IMM,290682444,SCALAR,2,74,0.040000,"dtype:B32,XD:X7=0x10000,XN:X30=0x108198,IMM:0x9d0,"
ST_XD_XN_IMM,290682440,SCALAR,2,74,0.040000,"dtype:B32,XD:X7=0x10000,XN:X30=0x108198,IMM:0x9c0,"
ST_XD_XN_IMM,290682964,SCALAR,2,74,0.040000,"dtype:B32,XD:X7=0x10000,XN:X30=0x108198,IMM:0x9d0,"
ST_XD_XN_IMM,290682960,SCALAR,2,74,0.040000,"dtype:B32,XD:X7=0x10000,XN:X30=0x108198,IMM:0x9c0,"
LOAD_2D,290683024,MTE1,2,74,0.040000,"Src:L1,Dst:L0A,XD:X3=0x800,XN:X4=0x10200,XM:X27=0x4040000,Dtype:B8,id:78"
LOAD_2D,290683008,MTE1,2,68,0.040000,"Src:L1,Dst:L0A,XD:X1=0,XN:X5=0x10000,XM:X27=0x4040000,Dtype:B8,id:77"
SET_FLAG,290683156,CUBE,2,42,0.020000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,290682808,CUBE,2,40,0.020000,"PIPE:CUBE,TRIGGERPIPE:FIXP,FLAGID:0,"
SET_FLAG,290683176,CUBE,2,40,0.020000,"PIPE:CUBE,TRIGGERPIPE:FIXP,FLAGID:0,"
ST_XD_XN_IMM,290681360,SCALAR,1,37,0.020000,"dtype:B16,XD:X2=0x105,XN:X30=0x108198,IMM:0xde4,"
ST_XD_XN_IMM,290682108,SCALAR,1,37,0.020000,"dtype:B32,XD:X2=0x20000,XN:X30=0x108198,IMM:0x9f0,"
ST_XD_XN_IMM,290682040,SCALAR,1,37,0.020000,"dtype:B64,XD:X0=0x6,XN:X30=0x108198,IMM:0x8f0,"
ST_XD_XN_IMM,290682404,SCALAR,1,37,0.020000,"dtype:B64,XD:X2=0x113be400,XN:X30=0x108198,IMM:0x8b8,"
ST_XD_XN_IMM,290682112,SCALAR,1,37,0.020000,"dtype:B32,XD:X13=0x8000,XN:X30=0x108198,IMM:0xa00,"
ST_XD_XN_IMM,290682104,SCALAR,1,37,0.020000,"dtype:B32,XD:X7=0x10000,XN:X30=0x108198,IMM:0x9e0,"
ST_XD_XN_IMM,290682204,SCALAR,1,37,0.020000,"dtype:B64,XD:X2=0x113b6200,XN:X30=0x108198,IMM:0x8c0,"
ST_XD_XN_IMM,290681260,SCALAR,1,37,0.020000,"dtype:B32,XD:X0=0x7ff00,XN:X30=0x108198,IMM:0x9a0,"
ST_XD_XN_IMM,290682224,SCALAR,1,35,0.020000,"dtype:B64,XD:X0=0x113c2600,XN:X30=0x108198,IMM:0x8b0,"
ST_XD_XN_IMM,290682236,SCALAR,1,34,0.020000,"dtype:B64,XD:X0=0x12000,XN:X30=0x108198,IMM:0x8a8,"
ST_XD_XN_IMM,290682060,SCALAR,1,30,0.020000,"dtype:B64,XD:X0=0x4,XN:X30=0x108198,IMM:0x8f0,"
LD_XD_XN_IMM,290681408,SCALAR,5,25,0.010000,"dtype:B8,XD:X0=0,XN:X8=0x107b53,IMM:0,"
ST_XD_XN_IMM,290682080,SCALAR,1,23,0.010000,"dtype:B64,XD:X0=0,XN:X30=0x108198,IMM:0x8f0,"
ST_XD_XN_IMM,290681244,SCALAR,1,22,0.010000,"dtype:B32,XD:X0=0,XN:X30=0x108198,IMM:0x9dc,"
ST_XD_XN_IMM,290681296,SCALAR,1,13,0.010000,"dtype:B32,XD:X1=0x20000,XN:X30=0x108198,IMM:0x9ac,"
ST_XD_XN_IMM,290681356,SCALAR,1,13,0.010000,"dtype:B32,XD:X0=0x2ff00,XN:X30=0x108198,IMM:0x99c,"
LD_XD_XN_IMM,290681308,SCALAR,1,12,0.010000,"dtype:B32,XD:X0=0,XN:X30=0x108198,IMM:0x99c,"
LD_XD_XN_IMM,290682876,SCALAR,2,10,0.010000,"dtype:B64,XD:X2=0,XN:X30=0x108198,IMM:0x8b8,"
