instr,addr,pipe,call_count,cycles,running_time(us),detail
MOV_SPR_XN,290686072,SCALAR,64,0,0.000000,"SPR:CTRL,XN:X11=0x100000000000000,"
MOV_SPR_XN,290686096,SCALAR,64,0,0.000000,"SPR:CTRL,XN:X8=0,"
MOV_SPR_XN,290685244,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X15=0,"
BAR,290686400,ALL,32,0,0.000000,"PIPE:ALL"
BAR,290686120,VECTOR,2,0,0.000000,"PIPE:VEC"
SET_FLAG,290686124,SCALAR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
WAIT_FLAG,290686128,VECTOR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
MOV_SPR_XN,290686140,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X8=0x100000000000000,"
SET_FLAG,290686180,SCALAR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:MTE3,FLAGID:7,"
WAIT_FLAG,290686188,MTE3,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:MTE3,FLAGID:7,"
BAR,290686216,ALL,2,0,0.000000,"PIPE:ALL"
